state,gender,median_home_val,avg_fam_income,avg_household_income,med_fam_income,median_household_income,hvp1,per_capita_income,pobc2,avggift,domain,target_d,med_fam_income_binned
FL,Male,814.0,324.0,312,268.0,271,3,10488.0,52,16,T2,20.0,Low
KS,Female,671.0,376.0,349,340.0,320,0,12950.0,57,10,R2,25.0,Low
WI,Female,452.0,371.0,339,316.0,293,0,10979.0,91,6,R3,17.0,Low
OR,Male,826.0,426.0,390,348.0,314,7,14958.0,34,9,T1,8.0,Low
GA,Male,860.0,375.0,346,351.0,324,0,15491.0,35,11,S2,20.0,Low
MI,Female,185.0,286.0,312,283.0,277,0,10788.0,63,8,U4,10.0,Low
FL,Male,576.0,324.0,244,280.0,200,0,12518.0,12,12,T2,10.0,Low
CA,Male,2431.0,660.0,655,579.0,563,75,24290.0,59,10,T1,12.0,Moderate
MI,Male,388.0,433.0,413,410.0,364,0,12601.0,70,33,S3,50.0,Moderate
TX,Female,1680.0,935.0,943,878.0,884,20,27875.0,36,5,U4,5.0,High
NC,Male,1128.0,481.0,442,467.0,409,3,15936.0,67,14,T2,20.0,Moderate
IL,Female,916.0,457.0,458,421.0,434,0,12450.0,82,18,S2,10.0,Moderate
IL,Female,340.0,275.0,235,228.0,185,0,10719.0,78,9,T2,10.0,Low
TX,Male,711.0,378.0,360,353.0,322,1,12630.0,76,11,R2,10.0,Low
NC,Female,412.0,315.0,271,259.0,215,0,9706.0,94,6,R3,10.0,Low
TX,Female,893.0,527.0,508,463.0,443,2,17519.0,57,9,S1,14.0,Moderate
CA,Male,644.0,272.0,243,222.0,191,3,9569.0,57,11,T3,16.0,Low
KS,Female,440.0,288.0,260,261.0,219,0,10985.0,41,12,T1,20.0,Low
WI,Female,363.0,158.0,115,127.0,76,0,9086.0,67,15,C3,15.0,Low
California,Female,1745.0,521.0,485,512.0,397,20,18427.0,80,8,T2,5.0,Moderate
NE,Female,672.0,449.0,348,416.0,302,0,14981.0,58,6,S2,5.0,Moderate
SC,Female,1419.0,741.0,700,697.0,661,16,23212.0,26,9,S1,15.0,Moderate
California,F,3781.0,606.0,543,609.0,494,95,22770.0,46,20,U1,20.0,Moderate
FL,Female,1938.0,807.0,629,787.0,483,48,47363.0,4,12,C1,21.0,High
California,Female,1495.0,351.0,348,334.0,323,22,14923.0,57,5,T1,7.0,Low
MI,Male,561.0,373.0,368,353.0,351,0,13150.0,89,8,T2,10.0,Low
California,Male,5980.0,1217.0,1124,1500.0,1500,99,94863.0,41,38,S1,50.0,Very High
CO,Male,1412.0,606.0,538,601.0,499,14,24758.0,46,12,S1,16.0,Moderate
FL,Male,1869.0,640.0,553,542.0,452,44,29990.0,9,3,S2,5.0,Moderate
FL,Female,556.0,280.0,258,272.0,229,0,12960.0,39,13,C2,15.0,Low
SC,F,1015.0,533.0,516,500.0,478,0,17763.0,40,7,S1,10.0,Moderate
TN,Female,736.0,432.0,379,390.0,331,1,16926.0,61,8,S2,16.0,Moderate
MS,Male,363.0,244.0,214,193.0,156,0,7079.0,91,8,R3,20.0,Low
GA,Female,803.0,508.0,467,512.0,423,0,19029.0,51,11,S2,15.0,Moderate
California,Female,1818.0,350.0,299,316.0,258,28,10324.0,36,13,U3,15.0,Low
KY,Female,640.0,450.0,403,414.0,381,0,15499.0,82,6,R2,5.0,Moderate
WA,Female,698.0,416.0,393,377.0,355,1,13184.0,34,8,T2,10.0,Moderate
California,Female,1449.0,470.0,395,439.0,378,4,16190.0,46,15,S2,5.0,Moderate
NV,F,1557.0,361.0,342,311.0,290,17,13837.0,6,10,S1,10.0,Low
TX,Female,518.0,302.0,273,256.0,223,1,10041.0,70,4,R2,7.0,Low
California,Female,1180.0,307.0,277,248.0,232,9,7582.0,40,9,T2,15.0,Low
WA,Male,511.0,354.0,317,309.0,268,0,12388.0,56,16,R2,25.0,Low
California,Male,2869.0,745.0,686,668.0,630,74,24945.0,46,14,T1,25.0,Moderate
California,Female,1514.0,517.0,439,451.0,325,17,18572.0,53,11,R1,15.0,Moderate
NC,Female,444.0,341.0,288,296.0,260,0,11387.0,87,8,R3,10.0,Low
IN,Female,444.0,364.0,310,318.0,270,0,13896.0,39,12,R2,12.0,Low
ID,Male,654.0,366.0,312,306.0,250,3,13433.0,32,18,T2,25.0,Low
FL,Female,985.0,506.0,487,495.0,480,0,15195.0,25,15,S1,26.0,Moderate
MN,F,280.0,304.0,277,282.0,249,0,10337.0,86,3,S2,5.0,Low
FL,Male,714.0,507.0,437,465.0,390,0,18391.0,30,50,C1,25.0,Moderate
California,Female,1854.0,402.0,339,377.0,289,37,11567.0,50,23,C2,23.0,Moderate
WA,Male,0.0,0.0,0,0.0,0,0,0.0,0,5,S1,6.0,Low
California,Female,2780.0,677.0,653,587.0,574,86,29871.0,14,9,S1,10.0,Moderate
California,Female,1538.0,351.0,349,305.0,319,1,11046.0,43,30,S3,50.0,Low
California,Female,1528.0,391.0,370,358.0,327,8,13190.0,51,19,C2,25.0,Low
TX,F,605.0,364.0,335,313.0,272,1,10897.0,73,37,R2,10.0,Low
IL,Female,1165.0,533.0,454,518.0,391,0,22667.0,82,7,S1,10.0,Moderate
TX,Female,439.0,294.0,303,262.0,255,0,9346.0,49,12,C2,10.0,Low
NE,Female,681.0,477.0,428,422.0,387,0,13753.0,47,15,S1,15.0,Moderate
California,F,1865.0,362.0,317,295.0,256,44,16069.0,36,24,U3,47.0,Low
TX,Male,225.0,263.0,217,204.0,157,0,8947.0,81,18,R3,26.0,Low
MI,Male,258.0,274.0,245,244.0,216,0,8231.0,65,5,R3,9.0,Low
California,Male,2236.0,620.0,612,563.0,546,59,19923.0,57,9,T1,10.0,Moderate
WI,Male,1438.0,801.0,744,691.0,619,19,30386.0,67,11,S1,14.0,Moderate
TN,Male,403.0,244.0,213,223.0,209,0,9078.0,79,8,R2,10.0,Low
California,Female,3071.0,746.0,704,694.0,626,76,24844.0,51,12,S1,25.0,Moderate
FL,Male,1442.0,488.0,445,394.0,369,32,26462.0,4,7,C1,10.0,Moderate
NC,Female,660.0,335.0,327,291.0,282,1,10743.0,81,5,R2,12.0,Low
California,Male,5813.0,1191.0,1077,1302.0,1221,98,60492.0,52,15,S1,15.0,Very High
California,Female,2250.0,444.0,379,375.0,340,60,19170.0,28,11,U1,21.0,Low
MI,F,1115.0,619.0,517,582.0,512,4,20171.0,64,3,S1,5.0,Moderate
TX,Female,761.0,354.0,351,347.0,321,2,12145.0,76,10,R2,10.0,Low
California,Female,2930.0,491.0,456,454.0,372,91,24747.0,49,15,U1,20.0,Moderate
California,Female,3370.0,401.0,356,346.0,342,94,15765.0,40,16,U1,15.0,Low
MN,Male,966.0,569.0,479,463.0,418,3,22845.0,58,7,C1,10.0,Moderate
California,Female,2024.0,427.0,392,400.0,352,51,11885.0,43,8,U2,15.0,Moderate
MT,Female,553.0,323.0,270,381.0,238,0,12885.0,56,13,C2,22.0,Moderate
MO,Male,703.0,376.0,350,357.0,314,0,12799.0,78,16,S2,32.0,Low
FL,Male,1286.0,551.0,542,502.0,500,9,19082.0,8,15,T1,15.0,Moderate
TX,Female,758.0,461.0,448,397.0,390,4,14397.0,56,7,S1,5.0,Moderate
California,Female,657.0,254.0,220,216.0,169,2,9583.0,59,8,T2,20.0,Low
NE,Male,581.0,411.0,378,368.0,315,0,16473.0,57,10,S2,15.0,Low
California,F,2019.0,512.0,478,423.0,406,52,12623.0,39,20,S1,8.0,Moderate
California,Male,1247.0,385.0,357,358.0,321,8,10994.0,48,7,S2,8.0,Low
FL,Female,559.0,278.0,244,277.0,229,0,8359.0,44,7,S2,7.0,Low
AZ,Male,687.0,403.0,390,375.0,369,0,9781.0,37,7,S2,10.0,Low
AL,F,582.0,375.0,275,363.0,217,2,12588.0,59,16,T2,22.0,Low
MI,Male,690.0,490.0,468,451.0,419,0,15715.0,19,12,S1,15.0,Moderate
California,Female,988.0,344.0,247,246.0,169,9,9190.0,67,6,C2,6.0,Low
California,Female,1500.0,382.0,332,353.0,282,4,13859.0,42,5,C2,6.0,Low
California,F,5742.0,1119.0,1085,1369.0,1289,99,64190.0,35,21,S1,20.0,Very High
California,F,1650.0,319.0,304,225.0,219,18,12994.0,56,12,C2,10.0,Low
MI,Female,357.0,303.0,260,268.0,205,0,9192.0,81,20,T2,20.0,Low
TX,Male,406.0,203.0,183,226.0,186,0,8797.0,67,5,C3,11.0,Low
TN,Female,871.0,539.0,503,501.0,464,0,18279.0,47,9,T2,15.0,Moderate
FL,Male,768.0,385.0,323,310.0,256,4,13696.0,22,16,C2,22.0,Low
MI,Male,458.0,323.0,308,241.0,231,0,12539.0,86,12,T1,13.0,Low
IN,Male,485.0,422.0,402,382.0,344,0,17697.0,76,8,C2,10.0,Moderate
MN,Female,405.0,309.0,261,267.0,212,0,9715.0,81,5,R2,5.0,Low
MO,Female,459.0,299.0,272,253.0,240,1,9637.0,71,6,T2,10.0,Low
OR,Male,811.0,463.0,395,394.0,324,4,16399.0,38,8,C1,10.0,Moderate
NC,Male,509.0,282.0,288,254.0,248,0,9114.0,38,7,T2,10.0,Low
IL,Female,1030.0,585.0,473,553.0,375,0,17204.0,65,12,S2,20.0,Moderate
IL,Female,881.0,437.0,414,393.0,392,0,14377.0,90,6,S2,10.0,Moderate
California,Male,2794.0,678.0,671,630.0,637,93,23035.0,54,8,U1,15.0,Moderate
California,F,3233.0,781.0,714,753.0,684,95,26104.0,50,16,C1,25.0,High
California,Male,931.0,222.0,180,192.0,155,9,7968.0,46,5,C2,10.0,Low
IA,Female,529.0,326.0,319,340.0,317,0,12494.0,76,10,C2,15.0,Low
IL,Female,1897.0,664.0,476,519.0,406,44,26951.0,67,10,U1,14.0,Moderate
California,Female,641.0,279.0,236,168.0,123,3,8046.0,38,9,C3,11.0,Low
FL,Male,715.0,342.0,317,283.0,247,2,15360.0,11,14,S2,10.0,Low
MS,Female,440.0,280.0,249,238.0,205,0,8314.0,63,7,0,8.0,Low
OR,Male,532.0,428.0,486,436.0,436,0,12734.0,42,25,S2,30.0,Moderate
WA,Female,876.0,481.0,426,409.0,335,18,15179.0,31,8,S2,10.0,Moderate
California,Male,1175.0,396.0,376,318.0,272,7,12987.0,68,10,T2,15.0,Low
California,Female,3921.0,583.0,575,410.0,413,87,21648.0,55,13,R1,20.0,Moderate
FL,Female,919.0,532.0,446,538.0,413,0,17653.0,26,8,S1,10.0,Moderate
NY,Female,625.0,330.0,316,276.0,266,0,10031.0,68,5,S2,5.0,Low
FL,Male,734.0,399.0,365,348.0,310,1,12868.0,45,16,T2,10.0,Low
SC,Male,468.0,326.0,278,300.0,228,0,10910.0,84,21,R2,25.0,Low
FL,Male,583.0,362.0,343,317.0,302,0,13351.0,32,4,T2,5.0,Low
IL,Male,314.0,280.0,236,224.0,206,0,10245.0,90,13,R3,20.0,Low
FL,Female,671.0,385.0,363,354.0,341,0,12982.0,39,6,C2,10.0,Low
IA,Male,550.0,349.0,303,344.0,288,0,13538.0,82,9,T2,10.0,Low
MI,Female,609.0,540.0,490,551.0,410,0,23275.0,72,13,S2,18.0,Moderate
California,Female,1650.0,479.0,477,404.0,397,19,15002.0,60,15,S2,21.0,Moderate
FL,Female,1979.0,738.0,526,640.0,350,50,42356.0,6,16,C1,26.0,Moderate
MI,Female,473.0,409.0,319,364.0,302,0,13445.0,82,10,U3,10.0,Low
AL,F,679.0,347.0,317,295.0,277,0,13133.0,50,13,T2,20.0,Low
TN,Female,475.0,261.0,241,260.0,226,0,8709.0,73,15,R3,10.0,Low
CO,F,872.0,482.0,458,424.0,418,1,15287.0,40,10,S1,20.0,Moderate
IL,Male,1075.0,455.0,373,449.0,366,0,14394.0,90,10,S2,10.0,Moderate
MO,Female,580.0,374.0,347,322.0,310,0,12273.0,75,10,C2,14.0,Low
TX,Female,442.0,390.0,325,341.0,252,0,12929.0,69,6,T2,8.0,Low
TN,Male,325.0,210.0,188,133.0,119,0,8856.0,78,6,C3,6.0,Low
California,Male,1276.0,521.0,497,524.0,423,7,17032.0,51,5,T2,8.0,Moderate
MI,Female,438.0,314.0,287,302.0,267,0,10329.0,75,12,R2,20.0,Low
IN,Female,386.0,358.0,313,301.0,258,1,12513.0,75,11,R2,13.0,Low
California,Female,2433.0,502.0,449,459.0,403,86,18284.0,41,6,U1,10.0,Moderate
FL,Male,1464.0,472.0,377,413.0,305,7,22648.0,13,4,C3,4.0,Moderate
TN,F,1052.0,541.0,516,499.0,482,9,20492.0,44,20,C1,20.0,Moderate
GA,Female,998.0,602.0,581,550.0,488,21,29540.0,51,6,C1,10.0,Moderate
GA,Female,821.0,526.0,425,475.0,390,1,19734.0,58,17,C1,15.0,Moderate
California,Female,2300.0,375.0,350,345.0,311,68,16133.0,42,5,U2,15.0,Low
IL,Male,1852.0,614.0,602,561.0,550,34,17690.0,86,7,T1,7.0,Moderate
WA,Female,663.0,277.0,234,220.0,205,0,10959.0,41,13,C3,20.0,Low
TX,Female,2056.0,957.0,931,924.0,906,52,29903.0,28,7,C1,8.0,High
SC,Male,916.0,468.0,444,435.0,416,2,14496.0,72,10,T2,15.0,Moderate
NC,Male,2282.0,980.0,938,945.0,908,62,42236.0,34,18,S1,10.0,High
California,Female,2883.0,649.0,588,532.0,501,89,34012.0,28,13,U1,25.0,Moderate
IA,Male,637.0,407.0,355,425.0,379,0,12275.0,75,8,C2,9.0,Moderate
TN,Female,273.0,163.0,152,150.0,138,0,7089.0,75,7,C3,8.0,Low
California,Female,1709.0,454.0,408,422.0,368,13,14118.0,48,7,C2,10.0,Moderate
California,Male,2307.0,499.0,490,478.0,477,83,14345.0,58,3,U2,3.0,Moderate
OR,Male,691.0,360.0,327,308.0,263,2,12166.0,50,9,R2,15.0,Low
NV,F,2479.0,557.0,500,456.0,409,63,23023.0,10,11,T1,15.0,Moderate
OR,Male,858.0,574.0,555,505.0,502,7,20867.0,52,15,S1,20.0,Moderate
FL,Male,351.0,254.0,238,225.0,205,0,8456.0,76,13,R3,16.0,Low
GA,Female,1672.0,770.0,765,732.0,722,17,29286.0,31,23,0,30.0,Moderate
California,F,1069.0,369.0,318,320.0,267,0,11849.0,59,8,C2,10.0,Low
KY,Female,463.0,298.0,308,265.0,249,0,11621.0,88,11,T2,20.0,Low
TN,Male,470.0,348.0,314,273.0,245,0,12519.0,73,6,T2,5.0,Low
California,Female,1248.0,379.0,346,348.0,289,1,17282.0,47,7,U3,5.0,Low
WI,Male,492.0,339.0,304,349.0,316,0,12451.0,80,10,T2,11.0,Low
WA,Male,2800.0,528.0,500,438.0,368,62,25386.0,34,6,C1,8.0,Moderate
MN,Female,994.0,540.0,491,488.0,437,11,18133.0,72,10,S1,25.0,Moderate
California,Female,1654.0,313.0,266,203.0,159,20,8018.0,44,10,U3,15.0,Low
MN,Female,653.0,395.0,350,364.0,327,0,13079.0,25,17,T2,25.0,Low
MO,Male,402.0,241.0,210,192.0,162,0,9434.0,65,9,R3,11.0,Low
California,Female,1914.0,437.0,392,399.0,351,46,18951.0,51,9,R2,15.0,Moderate
California,Female,5619.0,995.0,649,942.0,572,97,43978.0,33,12,U1,10.0,High
MS,Female,426.0,156.0,169,130.0,139,2,4437.0,94,15,C3,30.0,Low
GA,Male,670.0,383.0,336,321.0,268,3,13147.0,76,7,T3,30.0,Low
FL,Female,400.0,279.0,247,242.0,216,1,9840.0,36,5,T3,5.0,Low
California,F,2206.0,562.0,583,567.0,574,72,12225.0,40,8,S1,8.0,Moderate
TN,Female,535.0,375.0,328,318.0,269,1,14661.0,72,7,S1,10.0,Low
NC,Male,444.0,291.0,259,259.0,222,1,10074.0,73,9,R3,10.0,Low
MN,Female,476.0,304.0,236,274.0,202,0,10581.0,80,23,R2,8.0,Low
CO,Female,593.0,399.0,336,298.0,256,0,37734.0,55,13,U4,20.0,Low
California,Male,2238.0,605.0,587,602.0,580,75,18247.0,50,3,R2,7.0,Moderate
California,F,2811.0,645.0,599,577.0,524,72,23861.0,60,11,C1,20.0,Moderate
California,Female,1775.0,469.0,490,443.0,445,14,15256.0,46,10,C2,20.0,Moderate
IL,Male,2549.0,839.0,786,757.0,715,69,28878.0,70,11,S1,15.0,High
California,Male,2356.0,615.0,560,560.0,523,83,21871.0,49,16,S1,20.0,Moderate
FL,Male,913.0,338.0,309,289.0,256,5,14424.0,16,13,R1,20.0,Low
AR,Male,500.0,314.0,304,308.0,245,3,12271.0,81,15,C1,21.0,Low
MI,Female,687.0,172.0,171,90.0,111,0,6615.0,65,5,C3,5.0,Low
KS,Male,284.0,299.0,269,258.0,231,0,9838.0,83,4,R2,5.0,Low
CO,Female,678.0,306.0,196,242.0,155,0,8675.0,34,8,C2,18.0,Low
California,Male,1685.0,540.0,449,479.0,430,16,15765.0,33,7,U3,5.0,Moderate
WA,Female,1461.0,464.0,411,342.0,313,20,20659.0,31,5,C1,5.0,Low
WA,Male,538.0,308.0,278,252.0,227,1,10590.0,61,5,R2,5.0,Low
WI,Female,400.0,315.0,264,279.0,232,0,10504.0,86,9,R2,10.0,Low
SC,Male,824.0,400.0,365,371.0,348,0,14663.0,40,12,S2,25.0,Low
OK,Female,855.0,560.0,508,384.0,345,10,17869.0,64,8,T1,12.0,Moderate
FL,Male,578.0,323.0,275,323.0,246,0,14121.0,13,10,C3,12.0,Low
MN,Female,699.0,319.0,304,254.0,246,0,11020.0,81,13,T2,20.0,Low
California,Female,5372.0,892.0,801,845.0,673,97,44570.0,42,18,S1,20.0,High
MO,Female,839.0,485.0,475,465.0,456,2,14713.0,65,9,C2,10.0,Moderate
MO,Female,662.0,456.0,444,436.0,424,0,13377.0,79,13,S2,16.0,Moderate
KY,Female,575.0,327.0,261,299.0,228,1,12600.0,72,10,T2,10.0,Low
MN,Female,281.0,235.0,208,207.0,176,0,7683.0,86,5,R3,10.0,Low
California,Female,3370.0,871.0,824,824.0,763,88,32072.0,33,9,S1,20.0,High
California,Male,2803.0,620.0,546,616.0,555,88,17655.0,52,12,U1,22.0,Moderate
GA,Male,601.0,306.0,286,274.0,249,1,11235.0,67,15,C3,30.0,Low
FL,Male,828.0,451.0,451,396.0,401,0,13716.0,31,12,S2,10.0,Moderate
CO,F,2408.0,961.0,924,952.0,906,65,42897.0,25,15,T1,20.0,High
MT,F,445.0,275.0,244,242.0,192,0,9747.0,57,7,R2,8.0,Low
NC,Female,951.0,487.0,370,427.0,307,11,17187.0,39,15,C1,50.0,Moderate
NC,F,722.0,371.0,374,325.0,327,0,13168.0,25,20,T2,40.0,Low
California,Male,1811.0,466.0,440,405.0,350,33,18591.0,52,13,U2,15.0,Moderate
MN,Female,534.0,351.0,308,321.0,284,0,11303.0,83,5,R2,3.0,Low
IN,Female,866.0,472.0,454,453.0,443,3,10484.0,57,12,T1,20.0,Moderate
IL,Male,471.0,347.0,303,334.0,299,0,14658.0,87,5,C2,6.0,Low
NM,Female,987.0,599.0,490,544.0,405,4,20940.0,42,25,T1,25.0,Moderate
TX,Male,1102.0,676.0,648,639.0,613,0,20557.0,46,25,S1,30.0,Moderate
California,Male,5863.0,1150.0,1146,1500.0,1500,98,174523.0,40,50,S1,50.0,Very High
SD,Female,198.0,256.0,237,211.0,193,0,8898.0,48,9,R2,9.0,Low
WI,Male,658.0,376.0,353,318.0,305,3,13284.0,74,6,T1,15.0,Low
FL,Female,512.0,236.0,208,198.0,175,0,12221.0,11,11,0,15.0,Low
MI,Male,886.0,497.0,433,458.0,367,9,17984.0,74,11,S2,30.0,Moderate
OK,Male,1429.0,813.0,755,759.0,724,12,34070.0,48,5,C1,6.0,High
IN,Male,386.0,358.0,313,301.0,258,1,12513.0,75,5,R3,10.0,Low
OR,Female,740.0,312.0,257,259.0,211,3,12165.0,46,10,R2,21.0,Low
WI,Female,543.0,337.0,321,314.0,306,0,11140.0,94,10,R2,18.0,Low
California,Male,1896.0,555.0,548,511.0,502,45,17405.0,56,15,S1,20.0,Moderate
WA,Female,876.0,439.0,403,353.0,337,3,15017.0,37,7,S2,10.0,Low
UT,Female,575.0,368.0,326,349.0,305,0,9906.0,80,15,R2,10.0,Low
WI,Female,900.0,563.0,537,524.0,488,2,18369.0,84,7,T2,3.0,Moderate
FL,Female,1171.0,383.0,329,323.0,272,4,14539.0,15,9,C2,15.0,Low
California,Male,1429.0,508.0,507,497.0,492,1,14106.0,48,4,C2,10.0,Moderate
California,Male,4143.0,755.0,704,690.0,617,97,25985.0,59,13,S1,20.0,Moderate
GA,Female,858.0,494.0,429,418.0,388,7,19457.0,75,7,T2,10.0,Moderate
LA,Female,582.0,354.0,321,325.0,301,1,11139.0,80,4,T2,5.0,Low
FL,Female,902.0,461.0,460,413.0,410,4,15332.0,28,10,S2,15.0,Moderate
AR,F,356.0,225.0,219,236.0,229,0,8075.0,85,12,C3,25.0,Low
IL,Female,582.0,279.0,286,288.0,288,0,8165.0,75,20,U3,20.0,Low
California,Male,2469.0,522.0,475,411.0,340,71,23188.0,54,13,U1,12.0,Moderate
IL,Female,0.0,581.0,417,423.0,315,0,34143.0,46,5,U1,10.0,Moderate
IL,Female,1107.0,497.0,432,476.0,428,0,15788.0,80,7,U2,5.0,Moderate
AL,F,746.0,433.0,399,409.0,366,1,13901.0,73,9,T1,10.0,Moderate
California,Male,967.0,412.0,342,348.0,300,11,13399.0,58,18,C2,25.0,Low
NC,Male,1250.0,540.0,429,411.0,319,8,25660.0,33,22,C1,10.0,Moderate
KY,Female,139.0,137.0,92,106.0,63,0,5159.0,77,3,U4,4.0,Low
California,Male,1861.0,527.0,461,499.0,402,38,22794.0,49,14,S1,25.0,Moderate
California,Male,3247.0,732.0,722,666.0,653,94,24693.0,63,6,S1,7.0,Moderate
FL,Female,1146.0,504.0,447,435.0,384,20,24850.0,9,7,C1,9.0,Moderate
OK,Female,415.0,325.0,281,262.0,212,1,11659.0,71,9,T2,15.0,Low
NC,Female,854.0,419.0,406,407.0,382,3,14002.0,52,22,C1,20.0,Moderate
MI,Male,496.0,372.0,351,317.0,301,0,11714.0,84,8,R2,9.0,Low
FL,Female,726.0,363.0,326,334.0,302,0,12484.0,33,10,S2,20.0,Low
FL,Male,1028.0,584.0,483,493.0,394,19,25787.0,31,20,C1,30.0,Moderate
IL,Male,1464.0,457.0,294,413.0,256,23,22015.0,84,9,C1,10.0,Moderate
LA,Female,719.0,391.0,373,337.0,313,2,12333.0,84,6,T2,6.0,Low
HI,Female,3063.0,506.0,418,429.0,337,78,21051.0,41,20,U1,20.0,Moderate
WA,Female,684.0,355.0,326,311.0,280,1,11763.0,57,12,R2,20.0,Low
IL,Female,376.0,344.0,304,339.0,268,0,11979.0,86,6,C2,15.0,Low
TX,Female,927.0,484.0,448,417.0,386,5,16777.0,57,9,R2,15.0,Moderate
California,Male,3511.0,491.0,421,452.0,373,92,23187.0,25,5,U1,5.0,Moderate
California,Female,1185.0,383.0,369,373.0,354,0,11061.0,48,21,S3,5.0,Low
KY,Female,453.0,302.0,266,260.0,215,1,9722.0,82,8,R3,10.0,Low
NC,F,535.0,336.0,306,307.0,283,1,12206.0,77,14,R2,20.0,Low
IL,Female,747.0,503.0,475,489.0,458,0,14965.0,63,10,U1,25.0,Moderate
IL,Male,439.0,404.0,371,388.0,362,0,13570.0,89,10,R2,15.0,Moderate
GA,Female,935.0,541.0,510,439.0,419,8,16922.0,61,11,T2,10.0,Moderate
FL,Male,616.0,282.0,248,234.0,212,1,11912.0,16,5,C3,5.0,Low
CO,Female,947.0,469.0,342,360.0,300,3,17986.0,43,85,C1,100.0,Low
AZ,F,572.0,253.0,238,242.0,204,1,10858.0,36,6,C2,5.0,Low
California,Female,5014.0,770.0,765,664.0,756,98,31694.0,55,13,S1,16.0,Moderate
IL,Male,675.0,409.0,341,298.0,278,0,22221.0,65,11,C1,16.0,Low
California,Male,3663.0,818.0,784,777.0,749,87,27400.0,52,4,S1,4.0,High
KY,Male,269.0,284.0,250,256.0,224,0,8172.0,77,7,R3,9.0,Low
IL,Female,226.0,263.0,228,288.0,183,0,8763.0,54,14,C3,50.0,Low
SD,Male,278.0,270.0,238,244.0,199,0,9994.0,80,9,0,20.0,Low
GA,Male,471.0,298.0,273,307.0,282,0,9015.0,77,10,T2,15.0,Low
AL,F,604.0,327.0,304,337.0,314,0,16211.0,68,15,C1,15.0,Low
IL,Female,1219.0,540.0,494,472.0,417,2,21371.0,71,3,C1,3.0,Moderate
MS,Male,382.0,240.0,205,181.0,142,0,9374.0,89,9,R3,25.0,Low
KS,Female,1699.0,787.0,581,657.0,462,35,35636.0,47,12,S1,10.0,Moderate
AZ,F,1165.0,539.0,519,514.0,489,9,19234.0,18,11,S1,23.0,Moderate
MO,Female,803.0,473.0,447,429.0,413,0,15002.0,58,4,T2,5.0,Moderate
MI,Female,394.0,308.0,264,293.0,229,0,9859.0,92,3,R2,4.0,Low
SC,Female,490.0,373.0,336,341.0,328,0,11313.0,76,19,R2,30.0,Low
California,F,949.0,411.0,321,371.0,264,1,12784.0,52,12,C1,10.0,Low
MN,Male,849.0,428.0,398,368.0,344,0,12940.0,77,17,T2,10.0,Low
California,Female,1372.0,449.0,421,419.0,385,8,13902.0,58,15,S2,15.0,Moderate
TX,Female,358.0,379.0,342,325.0,307,0,12507.0,78,6,R2,6.0,Low
IN,Female,325.0,190.0,178,231.0,144,0,4578.0,68,15,C3,10.0,Low
FL,Female,355.0,244.0,229,224.0,208,0,9881.0,34,20,C3,20.0,Low
California,Female,713.0,321.0,267,259.0,176,3,11467.0,68,7,R2,10.0,Low
NC,Female,1208.0,587.0,516,494.0,439,20,19955.0,60,14,T1,10.0,Moderate
LA,Male,550.0,319.0,303,313.0,294,1,9540.0,71,7,T2,7.0,Low
OK,Male,450.0,432.0,391,391.0,378,0,15711.0,57,11,T1,10.0,Moderate
AZ,Male,1460.0,663.0,659,633.0,629,10,21821.0,29,4,S1,5.0,Moderate
MI,Male,478.0,374.0,352,337.0,316,0,11298.0,92,7,R2,7.0,Low
AZ,F,1165.0,539.0,519,514.0,489,9,19234.0,18,12,S1,25.0,Moderate
TX,Female,846.0,513.0,399,459.0,330,5,16752.0,64,8,T1,8.0,Moderate
WA,Female,694.0,362.0,342,321.0,319,0,11517.0,54,7,C3,9.0,Low
California,Female,4183.0,738.0,671,704.0,631,97,29875.0,21,5,0,5.0,Moderate
IN,Female,744.0,492.0,432,457.0,396,0,15863.0,68,8,S1,5.0,Moderate
California,Female,875.0,398.0,326,330.0,280,0,18252.0,38,11,S1,20.0,Low
IA,Female,354.0,269.0,253,248.0,222,0,9579.0,65,7,S3,8.0,Low
FL,Female,1675.0,568.0,441,505.0,336,36,25558.0,19,20,C1,10.0,Moderate
LA,Female,421.0,247.0,202,233.0,194,0,7421.0,85,10,C3,18.0,Low
TX,Female,782.0,545.0,565,469.0,524,0,14635.0,35,10,U1,10.0,Moderate
NM,Female,574.0,300.0,256,268.0,212,2,10315.0,56,20,R2,20.0,Low
UT,Female,742.0,393.0,287,361.0,246,0,14377.0,56,12,S1,13.0,Low
GA,Female,1067.0,580.0,534,529.0,481,5,17607.0,33,11,T1,14.0,Moderate
GA,Female,860.0,507.0,464,490.0,468,0,15986.0,65,14,T1,20.0,Moderate
AL,F,1175.0,662.0,626,619.0,586,8,22215.0,38,4,T1,6.0,Moderate
California,Male,916.0,369.0,293,321.0,242,5,10719.0,51,22,S2,20.0,Low
California,Female,4259.0,661.0,573,498.0,435,95,31730.0,34,15,S1,15.0,Moderate
FL,Female,566.0,272.0,249,242.0,218,0,11438.0,8,5,C3,5.0,Low
NC,Male,525.0,399.0,364,346.0,333,1,12885.0,86,6,T2,10.0,Low
California,Male,1582.0,359.0,330,335.0,299,21,12976.0,58,14,T2,20.0,Low
FL,Male,1006.0,452.0,383,398.0,282,6,19466.0,21,4,0,4.0,Moderate
TN,Male,345.0,277.0,233,197.0,159,0,9775.0,85,20,R3,40.0,Low
